work_year,experience_level,salary_in_usd,company_size,main_job_title_category,Country,Continent,country_code
2023,SE,110000,M,Data Analyst,United States,North America,USA
2023,EN,150000,M,Data Analyst,United States,North America,USA
2023,EN,100000,M,Data Analyst,United States,North America,USA
2023,SE,149076,M,Data Scientist,United States,North America,USA
2023,SE,82365,M,Data Scientist,United States,North America,USA
2023,MI,146000,M,Data Engineer,United States,North America,USA
2023,MI,75000,M,Data Engineer,United States,North America,USA
2023,SE,139500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,109400,M,Machine Learning Engineer,United States,North America,USA
2023,SE,139500,M,Data Engineer,United States,North America,USA
2023,SE,109400,M,Data Engineer,United States,North America,USA
2023,MI,149600,M,Data Engineer,United States,North America,USA
2023,MI,102000,M,Data Engineer,United States,North America,USA
2023,MI,97218,M,Data Analyst,United Kingdom,Europe,GBR
2023,MI,48609,M,Data Analyst,United Kingdom,Europe,GBR
2023,SE,252000,M,Data Engineer,United States,North America,USA
2023,SE,129000,M,Data Engineer,United States,North America,USA
2023,SE,95000,M,Data Analyst,United States,North America,USA
2023,SE,85500,M,Data Analyst,United States,North America,USA
2023,SE,185900,M,Data Analyst,United States,North America,USA
2023,SE,121700,M,Data Analyst,United States,North America,USA
2023,EN,150000,M,Data Scientist,United States,North America,USA
2023,EN,100000,M,Data Scientist,United States,North America,USA
2023,MI,145000,M,Data Engineer,United States,North America,USA
2023,MI,125000,M,Data Engineer,United States,North America,USA
2023,MI,150000,M,Data Scientist,United States,North America,USA
2023,MI,97750,M,Data Scientist,United States,North America,USA
2023,SE,201000,M,Data Scientist,United States,North America,USA
2023,SE,122000,M,Data Scientist,United States,North America,USA
2023,SE,252000,M,Data Engineer,United States,North America,USA
2023,SE,129000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Analyst,United States,North America,USA
2023,SE,75000,M,Data Analyst,United States,North America,USA
2023,MI,116990,M,Data Scientist,United States,North America,USA
2023,MI,82920,M,Data Scientist,United States,North America,USA
2023,SE,185900,M,Data Scientist,United States,North America,USA
2023,SE,129300,M,Data Scientist,United States,North America,USA
2023,MI,200000,S,Machine Learning Engineer,United States,North America,USA
2023,MI,125000,S,Machine Learning Engineer,United States,North America,USA
2023,SE,201000,M,Data Scientist,United States,North America,USA
2023,SE,122000,M,Data Scientist,United States,North America,USA
2023,SE,204500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,142200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,155000,M,Data Engineer,United States,North America,USA
2023,SE,140000,M,Data Engineer,United States,North America,USA
2023,MI,205920,M,Machine Learning Engineer,United States,North America,USA
2023,MI,171600,M,Machine Learning Engineer,United States,North America,USA
2023,SE,121500,M,Data Engineer,United States,North America,USA
2023,SE,78000,M,Data Engineer,United States,North America,USA
2023,MI,154000,M,Data Engineer,United States,North America,USA
2023,MI,116000,M,Data Engineer,United States,North America,USA
2023,SE,190000,M,Data Scientist,United States,North America,USA
2023,SE,136000,M,Data Scientist,United States,North America,USA
2023,MI,78990,M,Data Analyst,United Kingdom,Europe,GBR
2023,MI,43809,M,Data Analyst,United Kingdom,Europe,GBR
2023,SE,180000,M,Data Analyst,United States,North America,USA
2023,SE,110000,M,Data Analyst,United States,North America,USA
2023,SE,275300,M,Data Scientist,United States,North America,USA
2023,SE,183000,M,Data Scientist,United States,North America,USA
2023,SE,170000,M,Data Engineer,United States,North America,USA
2023,SE,140000,M,Data Engineer,United States,North America,USA
2023,SE,154000,M,Data Engineer,United States,North America,USA
2023,SE,116000,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,130000,M,Data Engineer,United States,North America,USA
2023,MI,200000,M,Data Engineer,United States,North America,USA
2023,MI,120000,M,Data Engineer,United States,North America,USA
2023,SE,175000,M,Data Scientist,United States,North America,USA
2023,SE,160000,M,Data Scientist,United States,North America,USA
2023,MI,127599,M,Data Engineer,United Kingdom,Europe,GBR
2023,MI,103294,M,Data Engineer,United Kingdom,Europe,GBR
2023,SE,153600,M,Data Engineer,United States,North America,USA
2023,SE,106800,M,Data Engineer,United States,North America,USA
2023,EN,85000,M,Data Analyst,United States,North America,USA
2023,EN,75000,M,Data Analyst,United States,North America,USA
2023,SE,225000,M,Data Scientist,United States,North America,USA
2023,SE,156400,M,Data Scientist,United States,North America,USA
2023,SE,150000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,163800,M,Machine Learning Engineer,United States,North America,USA
2023,SE,126000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,145000,M,Data Analyst,United States,North America,USA
2023,SE,90000,M,Data Analyst,United States,North America,USA
2023,SE,204500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,142200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,95000,M,Data Analyst,United States,North America,USA
2023,SE,85500,M,Data Analyst,United States,North America,USA
2023,SE,167500,M,Data Engineer,United States,North America,USA
2023,SE,106500,M,Data Engineer,United States,North America,USA
2023,SE,163800,M,Data Engineer,United States,North America,USA
2023,SE,126000,M,Data Engineer,United States,North America,USA
2023,MI,155000,M,Data Engineer,United States,North America,USA
2023,MI,140000,M,Data Engineer,United States,North America,USA
2023,SE,250000,M,Data Scientist,United States,North America,USA
2023,SE,200000,M,Data Scientist,United States,North America,USA
2023,SE,260000,M,Data Scientist,United States,North America,USA
2023,SE,186000,M,Data Scientist,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,130000,M,Data Engineer,United States,North America,USA
2023,SE,200000,M,Data Scientist,United States,North America,USA
2023,SE,150000,M,Data Scientist,United States,North America,USA
2023,SE,48289,M,Data Scientist,Spain,Europe,ESP
2023,SE,38631,M,Data Scientist,Spain,Europe,ESP
2023,SE,150000,M,Data Scientist,United States,North America,USA
2023,SE,120000,M,Data Scientist,United States,North America,USA
2023,EN,30000,M,Data Analyst,India,Asia,IND
2023,MI,185000,M,Data Scientist,United States,North America,USA
2023,MI,125000,M,Data Scientist,United States,North America,USA
2022,MI,9289,M,Data Analyst,Brazil,South America,BRA
2023,SE,75116,L,Data Engineer,Portugal,Europe,PRT
2022,EX,106000,L,Data Engineer,Uzbekistan,Asia,UZB
2023,SE,175000,M,Data Analyst,United States,North America,USA
2023,SE,130000,M,Data Analyst,United States,North America,USA
2023,SE,122000,M,Data Analyst,United States,North America,USA
2023,SE,93800,M,Data Analyst,United States,North America,USA
2023,SE,150000,M,Data Engineer,Mexico,North America,MEX
2023,SE,90000,M,Data Engineer,Mexico,North America,MEX
2023,SE,165000,M,Data Analyst,United States,North America,USA
2023,SE,112000,M,Data Analyst,United States,North America,USA
2023,EN,220000,M,Data Engineer,United States,North America,USA
2023,SE,71897,M,Data Analyst,Germany,Europe,DEU
2023,EN,64385,M,Data Engineer,Germany,Europe,DEU
2023,SE,204500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,142200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,15806,S,Data Analyst,India,Asia,IND
2023,MI,200000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,175000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,185900,M,Data Engineer,United States,North America,USA
2023,SE,129300,M,Data Engineer,United States,North America,USA
2023,SE,185900,M,Data Analyst,United States,North America,USA
2023,SE,121700,M,Data Analyst,United States,North America,USA
2023,SE,204500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,142200,M,Machine Learning Engineer,United States,North America,USA
2023,MI,40000,L,Data Scientist,France,Europe,FRA
2023,SE,29453,M,Data Engineer,Thailand,Asia,THA
2023,SE,180180,M,Data Analyst,United States,North America,USA
2023,SE,106020,M,Data Analyst,United States,North America,USA
2023,SE,136000,M,Data Scientist,United States,North America,USA
2023,SE,104000,M,Data Scientist,United States,North America,USA
2023,SE,125000,M,Data Analyst,United States,North America,USA
2023,SE,110000,M,Data Analyst,United States,North America,USA
2023,SE,153400,M,Machine Learning Engineer,United States,North America,USA
2023,SE,122700,M,Machine Learning Engineer,United States,North America,USA
2023,EX,310000,M,Data Engineer,United States,North America,USA
2023,EX,239000,M,Data Engineer,United States,North America,USA
2023,SE,152380,M,Data Analyst,United States,North America,USA
2023,SE,121904,M,Data Analyst,United States,North America,USA
2023,SE,185900,M,Data Scientist,United States,North America,USA
2023,SE,129300,M,Data Scientist,United States,North America,USA
2023,SE,247500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,172200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,168400,M,Data Architect,United States,North America,USA
2023,SE,105200,M,Data Architect,United States,North America,USA
2023,SE,128280,M,Machine Learning Engineer,United States,North America,USA
2023,SE,106900,M,Machine Learning Engineer,United States,North America,USA
2022,SE,192000,L,Data Scientist,United States,North America,USA
2023,MI,140000,M,Data Engineer,United States,North America,USA
2023,MI,100000,M,Data Engineer,United States,North America,USA
2023,SE,107309,S,Data Engineer,Germany,Europe,DEU
2023,SE,85847,S,Data Engineer,Germany,Europe,DEU
2023,SE,275000,M,Machine Learning Engineer,Germany,Europe,DEU
2023,SE,174000,M,Machine Learning Engineer,Germany,Europe,DEU
2023,SE,139500,M,Data Engineer,United States,North America,USA
2023,SE,109400,M,Data Engineer,United States,North America,USA
2023,SE,139500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,109400,M,Machine Learning Engineer,United States,North America,USA
2023,SE,170500,M,Data Analyst,United States,North America,USA
2023,SE,85000,M,Data Analyst,United States,North America,USA
2023,SE,72946,M,Data Engineer,United Kingdom,Europe,GBR
2023,SE,54365,M,Data Engineer,United Kingdom,Europe,GBR
2023,EX,160288,M,Data Engineer,United Kingdom,Europe,GBR
2023,EX,127467,M,Data Engineer,United Kingdom,Europe,GBR
2023,SE,80000,M,Data Engineer,United States,North America,USA
2023,SE,65000,M,Data Engineer,United States,North America,USA
2023,SE,124740,M,Data Engineer,United States,North America,USA
2023,SE,65488,M,Data Engineer,United States,North America,USA
2023,SE,72200,M,Data Analyst,United States,North America,USA
2023,SE,64980,M,Data Analyst,United States,North America,USA
2023,SE,153600,M,Data Engineer,United States,North America,USA
2023,SE,106800,M,Data Engineer,United States,North America,USA
2023,SE,179975,M,Data Analyst,United States,North America,USA
2023,SE,86466,M,Data Analyst,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,90000,M,Data Engineer,United States,North America,USA
2023,MI,51039,M,Data Analyst,United Kingdom,Europe,GBR
2023,MI,42533,M,Data Analyst,United Kingdom,Europe,GBR
2023,SE,149076,M,Data Scientist,United States,North America,USA
2023,SE,82365,M,Data Scientist,United States,North America,USA
2023,SE,169000,M,Data Analyst,United States,North America,USA
2023,SE,110600,M,Data Analyst,United States,North America,USA
2023,SE,175000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,230000,M,Data Analyst,United States,North America,USA
2023,SE,180000,M,Data Analyst,United States,North America,USA
2023,SE,153600,M,Data Analyst,United States,North America,USA
2023,SE,106800,M,Data Analyst,United States,North America,USA
2023,SE,140000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2023,SE,205920,M,Machine Learning Engineer,United States,North America,USA
2023,SE,171600,M,Machine Learning Engineer,United States,North America,USA
2023,SE,165000,M,Data Analyst,United States,North America,USA
2023,SE,125000,M,Data Analyst,United States,North America,USA
2023,SE,265000,M,Data Engineer,United States,North America,USA
2023,SE,185000,M,Data Engineer,United States,North America,USA
2023,MI,130000,M,Machine Learning Engineer,United States,North America,USA
2022,EN,168000,M,Data Scientist,United States,North America,USA
2023,MI,38631,L,Data Scientist,Spain,Europe,ESP
2023,SE,95000,M,Data Analyst,United States,North America,USA
2023,SE,85500,M,Data Analyst,United States,North America,USA
2023,SE,147100,M,Data Scientist,United States,North America,USA
2023,SE,90700,M,Data Scientist,United States,North America,USA
2023,SE,167580,M,Data Engineer,United States,North America,USA
2023,SE,87980,M,Data Engineer,United States,North America,USA
2023,SE,202000,M,Data Engineer,United States,North America,USA
2023,SE,135000,M,Data Engineer,United States,North America,USA
2023,SE,163800,M,Data Engineer,United States,North America,USA
2023,SE,126000,M,Data Engineer,United States,North America,USA
2023,SE,163800,M,Machine Learning Engineer,United States,North America,USA
2023,SE,126000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,104000,M,Data Engineer,United States,North America,USA
2023,SE,65000,M,Data Engineer,United States,North America,USA
2023,SE,230000,M,Data Engineer,United States,North America,USA
2023,SE,148000,M,Data Engineer,United States,North America,USA
2023,SE,269000,M,Machine Learning Engineer,Canada,North America,CAN
2023,SE,158000,M,Machine Learning Engineer,Canada,North America,CAN
2023,SE,197000,M,Data Engineer,United States,North America,USA
2023,SE,106000,M,Data Engineer,United States,North America,USA
2023,MI,150000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,100000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,290000,M,Data Engineer,United States,North America,USA
2023,SE,210000,M,Data Engineer,United States,North America,USA
2023,SE,192000,M,Data Engineer,United States,North America,USA
2023,SE,172800,M,Data Engineer,United States,North America,USA
2023,SE,300240,M,Data Scientist,United States,North America,USA
2023,SE,200160,M,Data Scientist,United States,North America,USA
2023,SE,300240,M,Data Scientist,United States,North America,USA
2023,SE,200160,M,Data Scientist,United States,North America,USA
2023,SE,175000,M,Data Engineer,United States,North America,USA
2023,SE,140000,M,Data Engineer,United States,North America,USA
2023,SE,169000,M,Data Engineer,United States,North America,USA
2023,SE,100000,M,Data Engineer,United States,North America,USA
2023,SE,370000,M,Data Scientist,United States,North America,USA
2023,SE,245000,M,Data Scientist,United States,North America,USA
2023,MI,115447,L,Data Engineer,United Kingdom,Europe,GBR
2023,SE,110000,S,Data Analyst,United States,North America,USA
2023,SE,80000,S,Data Analyst,United States,North America,USA
2023,EN,55000,M,Data Analyst,United States,North America,USA
2023,EN,48000,M,Data Analyst,United States,North America,USA
2023,SE,95000,M,Data Analyst,United States,North America,USA
2023,SE,85000,M,Data Analyst,United States,North America,USA
2023,SE,137500,M,Data Engineer,United States,North America,USA
2023,SE,81500,M,Data Engineer,United States,North America,USA
2023,SE,323300,M,Machine Learning Engineer,United States,North America,USA
2023,SE,184700,M,Machine Learning Engineer,United States,North America,USA
2021,MI,30000,S,Data Scientist,Ghana,Africa,GHA
2023,SE,186000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,153088,M,Machine Learning Engineer,United States,North America,USA
2023,MI,190000,M,Data Engineer,United States,North America,USA
2023,MI,160000,M,Data Engineer,United States,North America,USA
2023,SE,200000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,150000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,190000,M,Data Engineer,United States,North America,USA
2023,MI,183310,M,Data Engineer,United States,North America,USA
2023,SE,240000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,180000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,200000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,150000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,299500,M,Data Engineer,United States,North America,USA
2023,SE,245100,M,Data Engineer,United States,North America,USA
2023,SE,144000,M,Data Engineer,United States,North America,USA
2023,SE,66000,M,Data Engineer,United States,North America,USA
2023,MI,148500,M,Machine Learning Engineer,United States,North America,USA
2023,MI,126277,M,Machine Learning Engineer,United States,North America,USA
2023,SE,228000,M,Data Architect,United States,North America,USA
2023,SE,120000,M,Data Architect,United States,North America,USA
2023,SE,180000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,90000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,126500,M,Data Scientist,United States,North America,USA
2023,SE,78000,M,Data Scientist,United States,North America,USA
2023,SE,180000,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,272000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,170000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,80000,M,Data Analyst,United States,North America,USA
2023,MI,60000,M,Data Analyst,United States,North America,USA
2023,SE,259000,M,Data Engineer,United States,North America,USA
2023,SE,146000,M,Data Engineer,United States,North America,USA
2023,SE,200000,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,EX,310000,M,Data Engineer,United States,North America,USA
2023,EX,239000,M,Data Engineer,United States,North America,USA
2023,SE,142000,M,Data Analyst,United States,North America,USA
2023,SE,95000,M,Data Analyst,United States,North America,USA
2023,SE,155000,M,Data Scientist,United States,North America,USA
2023,SE,139500,M,Data Scientist,United States,North America,USA
2023,MI,140000,M,Data Engineer,United States,North America,USA
2023,MI,120000,M,Data Engineer,United States,North America,USA
2023,SE,259000,M,Data Engineer,United States,North America,USA
2023,SE,146000,M,Data Engineer,United States,North America,USA
2023,MI,109371,M,Data Analyst,Croatia,Europe,HRV
2023,MI,72914,M,Data Analyst,Croatia,Europe,HRV
2023,EN,19522,L,Data Scientist,Brazil,South America,BRA
2023,SE,247500,M,Data Engineer,United States,North America,USA
2023,SE,172200,M,Data Engineer,United States,North America,USA
2023,SE,225000,M,Data Scientist,United States,North America,USA
2023,SE,156400,M,Data Scientist,United States,North America,USA
2023,SE,139500,M,Data Engineer,United States,North America,USA
2023,SE,109400,M,Data Engineer,United States,North America,USA
2023,MI,125000,M,Data Engineer,United States,North America,USA
2023,MI,90000,M,Data Engineer,United States,North America,USA
2023,SE,107309,M,Machine Learning Engineer,France,Europe,FRA
2023,SE,75116,M,Machine Learning Engineer,France,Europe,FRA
2023,SE,185900,M,Data Scientist,United States,North America,USA
2023,SE,129300,M,Data Scientist,United States,North America,USA
2023,SE,139500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,109400,M,Machine Learning Engineer,United States,North America,USA
2023,SE,120000,M,Data Analyst,United States,North America,USA
2023,SE,75000,M,Data Analyst,United States,North America,USA
2023,SE,169000,M,Data Analyst,United States,North America,USA
2023,SE,110600,M,Data Analyst,United States,North America,USA
2023,SE,288000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,140000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,288000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,140000,M,Machine Learning Engineer,United States,North America,USA
2023,MI,120000,M,Data Engineer,United States,North America,USA
2023,MI,90000,M,Data Engineer,United States,North America,USA
2023,MI,72914,M,Data Engineer,United Kingdom,Europe,GBR
2023,MI,60761,M,Data Engineer,United Kingdom,Europe,GBR
2023,SE,215050,M,Data Scientist,United States,North America,USA
2023,SE,156400,M,Data Scientist,United States,North America,USA
2023,SE,198000,M,Data Architect,United States,North America,USA
2023,SE,114000,M,Data Architect,United States,North America,USA
2023,EN,75000,M,Data Analyst,United States,North America,USA
2023,EN,60000,M,Data Analyst,United States,North America,USA
2023,SE,204500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,142200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,209300,M,Data Scientist,United States,North America,USA
2023,SE,182200,M,Data Scientist,United States,North America,USA
2023,SE,140000,M,Data Engineer,United States,North America,USA
2023,SE,120000,M,Data Engineer,United States,North America,USA
2022,EN,85000,M,Data Scientist,United States,North America,USA
2023,MI,48609,M,Machine Learning Engineer,United Kingdom,Europe,GBR
2023,EN,120000,M,Data Engineer,United Kingdom,Europe,GBR
2023,EN,60000,M,Data Engineer,United Kingdom,Europe,GBR
2023,SE,147100,M,Machine Learning Engineer,United States,North America,USA
2023,SE,90700,M,Machine Learning Engineer,United States,North America,USA
2023,SE,230000,M,Data Engineer,United States,North America,USA
2023,SE,170000,M,Data Engineer,United States,North America,USA
2023,SE,227000,M,Data Analyst,United States,North America,USA
2023,SE,108000,M,Data Analyst,United States,North America,USA
2023,SE,180000,M,Data Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,180000,M,Data Architect,United States,North America,USA
2023,SE,160000,M,Data Architect,United States,North America,USA
2023,SE,180000,M,Data Engineer,United States,North America,USA
2023,SE,130000,M,Data Engineer,United States,North America,USA
2023,SE,55800,M,Data Analyst,Spain,Europe,ESP
2023,SE,51508,M,Data Analyst,Spain,Europe,ESP
2023,EN,60000,L,Data Analyst,United States,North America,USA
2023,EN,50000,L,Data Analyst,Kuwait,Asia,KWT
2023,SE,226700,M,Data Engineer,United States,North America,USA
2023,SE,133300,M,Data Engineer,United States,North America,USA
2023,SE,252000,M,Data Engineer,United States,North America,USA
2023,SE,129000,M,Data Engineer,United States,North America,USA
2023,SE,151902,L,Data Architect,United Kingdom,Europe,GBR
2023,EN,9727,L,Data Scientist,India,Asia,IND
2023,SE,80000,M,Data Analyst,United States,North America,USA
2023,SE,52500,M,Data Analyst,United States,North America,USA
2023,SE,250000,M,Data Engineer,United States,North America,USA
2023,SE,162500,M,Data Engineer,United States,North America,USA
2023,EN,85000,M,Data Analyst,United States,North America,USA
2023,EN,75000,M,Data Analyst,United States,North America,USA
2023,SE,153600,M,Data Analyst,United States,North America,USA
2023,SE,106800,M,Data Analyst,United States,North America,USA
2023,MI,165000,M,Data Analyst,United States,North America,USA
2023,MI,124000,M,Data Analyst,United States,North America,USA
2023,SE,115934,M,Data Analyst,United States,North America,USA
2023,SE,81666,M,Data Analyst,United States,North America,USA
2023,SE,167580,M,Data Engineer,United States,North America,USA
2023,SE,87980,M,Data Engineer,United States,North America,USA
2023,SE,250000,M,Data Engineer,United States,North America,USA
2023,SE,63000,M,Data Engineer,United States,North America,USA
2023,SE,253750,M,Data Scientist,Spain,Europe,ESP
2023,SE,169200,M,Data Scientist,Spain,Europe,ESP
2023,SE,253750,M,Data Scientist,Spain,Europe,ESP
2023,SE,169200,M,Data Scientist,Spain,Europe,ESP
2023,MI,170000,M,Data Scientist,United States,North America,USA
2023,MI,120000,M,Data Scientist,United States,North America,USA
2023,SE,124740,M,Data Engineer,United States,North America,USA
2023,SE,65488,M,Data Engineer,United States,North America,USA
2023,SE,213580,M,Data Engineer,United States,North America,USA
2023,SE,163625,M,Data Engineer,United States,North America,USA
2023,EN,12000,L,Data Engineer,Viet Nam,Asia,VNM
2022,SE,375000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,101943,M,Data Engineer,Ireland,Europe,IRL
2023,MI,16414,L,Data Analyst,India,Asia,IND
2023,SE,220000,M,Machine Learning Engineer,United States,North America,USA
2023,SE,170000,M,Machine Learning Engineer,United States,North America,USA
2023,EX,235000,M,Data Engineer,United States,North America,USA
2023,EX,210000,M,Data Engineer,United States,North America,USA
2023,SE,180000,M,Data Architect,United States,North America,USA
2023,SE,115000,M,Data Architect,United States,North America,USA
2023,SE,200000,M,Data Architect,United States,North America,USA
2023,SE,115000,M,Data Architect,United States,North America,USA
2023,SE,231250,M,Data Engineer,United States,North America,USA
2023,SE,138750,M,Data Engineer,United States,North America,USA
2023,SE,284310,M,Machine Learning Engineer,United States,North America,USA
2023,SE,153090,M,Machine Learning Engineer,United States,North America,USA
2023,SE,160000,M,Data Engineer,United States,North America,USA
2023,SE,75000,M,Data Engineer,United States,North America,USA
2023,MI,125000,M,Data Analyst,United States,North America,USA
2023,MI,105000,M,Data Analyst,United States,North America,USA
2023,MI,109371,M,Data Analyst,United Kingdom,Europe,GBR
2023,MI,85066,M,Data Analyst,United Kingdom,Europe,GBR
2023,EN,55000,M,Data Analyst,United States,North America,USA
2023,EN,48000,M,Data Analyst,United States,North America,USA
2023,EN,100000,M,Data Analyst,United States,North America,USA
2023,SE,225900,M,Data Engineer,United States,North America,USA
2023,SE,156400,M,Data Engineer,United States,North America,USA
2023,SE,250000,M,Data Engineer,United States,North America,USA
2023,SE,162500,M,Data Engineer,United States,North America,USA
2023,SE,318300,M,Machine Learning Engineer,United States,North America,USA
2023,SE,188800,M,Machine Learning Engineer,United States,North America,USA
2023,SE,385000,M,Data Analyst,United States,North America,USA
2023,SE,60000,M,Data Analyst,United States,North America,USA
2023,MI,110000,M,Data Analyst,United States,North America,USA
2023,MI,95000,M,Data Analyst,United States,North America,USA
2023,SE,145000,M,Data Scientist,United States,North America,USA
2023,SE,135000,M,Data Scientist,United States,North America,USA
2023,SE,180180,M,Data Analyst,United States,North America,USA
2023,SE,106020,M,Data Analyst,United States,North America,USA
2023,SE,93919,M,Data Analyst,United States,North America,USA
2023,SE,51962,M,Data Analyst,United States,North America,USA
2023,SE,241871,M,Data Engineer,United States,North America,USA
2023,SE,133832,M,Data Engineer,United States,North America,USA
2023,SE,170000,M,Data Scientist,United States,North America,USA
2023,SE,90000,M,Data Scientist,United States,North America,USA
2023,EX,210914,M,Data Engineer,United States,North America,USA
2023,EX,116704,M,Data Engineer,United States,North America,USA
2023,SE,192500,M,Data Analyst,United States,North America,USA
2023,SE,140000,M,Data Analyst,United States,North America,USA
2023,SE,149076,M,Data Scientist,United States,North America,USA
2023,SE,82365,M,Data Scientist,United States,North America,USA
2023,MI,36000,S,Machine Learning Engineer,Mexico,North America,MEX
2023,SE,175000,M,Data Scientist,United States,North America,USA
2023,SE,148750,M,Data Scientist,United States,North America,USA
2023,SE,370000,M,Data Scientist,United States,North America,USA
2023,SE,200000,M,Data Scientist,United States,North America,USA
2023,SE,235000,M,Data Scientist,United States,North America,USA
2023,SE,185000,M,Data Scientist,United States,North America,USA
2023,MI,121523,M,Machine Learning Engineer,United Kingdom,Europe,GBR
2023,MI,97218,M,Machine Learning Engineer,United Kingdom,Europe,GBR
2023,SE,216100,M,Data Scientist,United States,North America,USA
2023,SE,140800,M,Data Scientist,United States,North America,USA
2023,MI,145828,M,Machine Learning Engineer,United Kingdom,Europe,GBR
2023,MI,121523,M,Machine Learning Engineer,United Kingdom,Europe,GBR
2023,SE,53654,L,Data Engineer,Netherlands,Europe,NLD
2023,EN,110000,S,Data Scientist,United States,North America,USA
2023,SE,128000,M,Data Engineer,United States,North America,USA
2023,SE,81500,M,Data Engineer,United States,North America,USA
2023,MI,66837,M,Data Engineer,United Kingdom,Europe,GBR
2023,MI,63192,M,Data Engineer,United Kingdom,Europe,GBR
2023,MI,60761,M,Data Analyst,United Kingdom,Europe,GBR
2023,MI,54685,M,Data Analyst,United Kingdom,Europe,GBR
2023,EX,284000,M,Data Engineer,United States,North America,USA
2023,EX,236000,M,Data Engineer,United States,North America,USA
2023,SE,248100,M,Data Scientist,Canada,North America,CAN
2023,SE,145900,M,Data Scientist,Canada,North America,CAN
2023,SE,155850,M,Data Engineer,United States,North America,USA
2023,SE,102544,M,Data Engineer,United States,North America,USA
2023,MI,151410,M,Data Scientist,United States,North America,USA
2023,MI,115360,M,Data Scientist,United States,North America,USA
2023,MI,66531,M,Data Engineer,Spain,Europe,ESP
2023,MI,59020,M,Data Engineer,Spain,Europe,ESP
2023,SE,125686,M,Data Engineer,Canada,North America,CAN
2023,SE,100000,L,Data Engineer,Netherlands,Europe,NLD
2023,EN,12767,L,Data Scientist,India,Asia,IND
2023,SE,250000,M,Data Scientist,United States,North America,USA
2023,SE,162500,M,Data Scientist,United States,North America,USA
2023,SE,185000,M,Data Scientist,United Kingdom,Europe,GBR
2023,SE,120250,M,Data Scientist,United Kingdom,Europe,GBR
2023,EN,26827,L,Data Engineer,Germany,Europe,DEU
2022,EN,180000,M,Data Scientist,United States,North America,USA
2023,MI,85000,M,Data Scientist,United States,North America,USA
2023,MI,70000,M,Data Scientist,United States,North America,USA
2023,SE,135000,M,Data Engineer,United States,North America,USA
2023,SE,100000,M,Data Engineer,United States,North America,USA
2023,EX,155000,M,Data Engineer,United States,North America,USA
2023,EX,140000,M,Data Engineer,United States,North America,USA
2023,SE,204500,M,Machine Learning Engineer,United States,North America,USA
2023,SE,142200,M,Machine Learning Engineer,United States,North America,USA
2023,SE,226700,M,Data Engineer,United States,North America,USA
2023,SE,133300,M,Data Engineer,United States,North America,USA
